"MAPPING — MASTER DATA (Model, Brand, Size, HS Code da co san)",,,,,,,,,
"  Day la MASTER DATA chinh: VBA doc Size/HS Code/Ma noi bo TRUC TIEP tu day theo key MODEL+BRAND.
  Neu mot Model+Brand MOI chua co trong danh sach, VBA se TU TINH du phong va canh bao ban bo sung.
  CHI THEM DONG MOI khi co Model+Brand thuc su chua ton tai (khong sua Size/HS Code cua dong co san tru khi chac chan).",,,,,,,,,
#,MODEL,BRAND,DESCRIPTION (English),INTERNAL CODE,SIZE (CM),HS CODE,TEN HANG (VN),SO LO,PCS/CTN
1985,RECMF-1420,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1420,CR.FMR.042.BT-MITSU,106.7,401032,BT-MITSU r?ng FM42,,0
1986,RECMF-1430,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1430,CR.FMR.043.BT-MITSU,109.2,401032,BT-MITSU r?ng FM43,,200
1987,RECMF-1440,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1440,CR.FMR.044.BT-MITSU,111.8,401032,BT-MITSU r?ng FM44,,0
1988,RECMF-1450,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1450,CR.FMR.045.BT-MITSU,114.3,401032,BT-MITSU r?ng FM45,,0
1989,RECMF-1460,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1460,CR.FMR.046.BT-MITSU,116.8,401032,BT-MITSU r?ng FM46,,0
1990,RECMF-1470,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1470,CR.FMR.047.BT-MITSU,119.4,401032,BT-MITSU r?ng FM47,,230
1991,RECMF-1480,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1480,CR.FMR.048.BT-MITSU,121.9,401032,BT-MITSU r?ng FM48,,0
1992,RECMF-1530,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1530,CR.FMR.053.BT-MITSU,134.6,401032,BT-MITSU r?ng FM53,,0
1993,RECMF-1540,BT-MITSU PREMIUM,Rubber Belt (V-Ribbed) BT-MITSU PREMIUM RECMF-1540,CR.FMR.054.BT-MITSU,137.2,401032,BT-MITSU r?ng FM54,,0
1994,SB58,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SB58,CR.SBR.058.MICHELIN,147.3,401032,MICHELIN r?ng SB58,,40
1995,SB59,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SB59,CR.SBR.059.MICHELIN,149.9,401032,MICHELIN r?ng SB59,,40
1996,SC52,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC52,CR.SCR.052.MICHELIN,132.1,401032,MICHELIN r?ng SC52,,40
1997,SC54,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC54,CR.SCR.054.MICHELIN,137.2,401032,MICHELIN r?ng SC54,,40
1998,SC58,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC58,CR.SCR.058.MICHELIN,147.3,401032,MICHELIN r?ng SC58,,40
1999,SC59,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC59,CR.SCR.059.MICHELIN,149.9,401032,MICHELIN r?ng SC59,,40
2000,SC68,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC68,CR.SCR.068.MICHELIN,172.7,401032,MICHELIN r?ng SC68,,40
2001,SC69,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC69,CR.SCR.069.MICHELIN,175.3,401032,MICHELIN r?ng SC69,,40
2002,SB54,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SB54,CR.SBR.054.MICHELIN,137.2,401032,MICHELIN r?ng SB54,,40
2003,SC83,MICHELIN,Rubber Belt (V-Ribbed) MICHELIN SC83,CR.SCR.083.MICHELIN,210.8,401034,MICHELIN r?ng SC83,,40
2004,A20,MITSURAKU,Rubber V Belt MITSURAKU A20,CR.AT.020.RAKU,50.8,401039,MITSURAKU tr?n A20,,300
2005,A21,MITSURAKU,Rubber V Belt MITSURAKU A21,CR.AT.021.RAKU,53.3,401039,MITSURAKU tr?n A21,,300
2006,A22,MITSURAKU,Rubber V Belt MITSURAKU A22,CR.AT.022.RAKU,55.9,401039,MITSURAKU tr?n A22,,300
2007,A23,MITSURAKU,Rubber V Belt MITSURAKU A23,CR.AT.023.RAKU,58.4,401039,MITSURAKU tr?n A23,,300
2008,A24,MITSURAKU,Rubber V Belt MITSURAKU A24,CR.AT.024.RAKU,61,401032,MITSURAKU tr?n A24,,300
2009,A25,MITSURAKU,Rubber V Belt MITSURAKU A25,CR.AT.025.RAKU,63.5,401032,MITSURAKU tr?n A25,,300
2010,A26,MITSURAKU,Rubber V Belt MITSURAKU A26,CR.AT.026.RAKU,66,401032,MITSURAKU tr?n A26,,220
2011,A27,MITSURAKU,Rubber V Belt MITSURAKU A27,CR.AT.027.RAKU,68.6,401032,MITSURAKU tr?n A27,,220
2012,A28,MITSURAKU,Rubber V Belt MITSURAKU A28,CR.AT.028.RAKU,71.1,401032,MITSURAKU tr?n A28,,220
2013,A29,MITSURAKU,Rubber V Belt MITSURAKU A29,CR.AT.029.RAKU,73.7,401032,MITSURAKU tr?n A29,,220
2014,A30,MITSURAKU,Rubber V Belt MITSURAKU A30,CR.AT.030.RAKU,76.2,401032,MITSURAKU tr?n A30,,220
2015,A31,MITSURAKU,Rubber V Belt MITSURAKU A31,CR.AT.031.RAKU,78.7,401032,MITSURAKU tr?n A31,,220
2016,A32,MITSURAKU,Rubber V Belt MITSURAKU A32,CR.AT.032.RAKU,81.3,401032,MITSURAKU tr?n A32,,220
2017,A33,MITSURAKU,Rubber V Belt MITSURAKU A33,CR.AT.033.RAKU,83.8,401032,MITSURAKU tr?n A33,,220
2018,A34,MITSURAKU,Rubber V Belt MITSURAKU A34,CR.AT.034.RAKU,86.4,401032,MITSURAKU tr?n A34,,220
2019,A35,MITSURAKU,Rubber V Belt MITSURAKU A35,CR.AT.035.RAKU,88.9,401032,MITSURAKU tr?n A35,,200
2020,A36,MITSURAKU,Rubber V Belt MITSURAKU A36,CR.AT.036.RAKU,91.4,401032,MITSURAKU tr?n A36,,200
2021,A37,MITSURAKU,Rubber V Belt MITSURAKU A37,CR.AT.037.RAKU,94,401032,MITSURAKU tr?n A37,,200
2022,A38,MITSURAKU,Rubber V Belt MITSURAKU A38,CR.AT.038.RAKU,96.5,401032,MITSURAKU tr?n A38,,200
2023,A39,MITSURAKU,Rubber V Belt MITSURAKU A39,CR.AT.039.RAKU,99.1,401032,MITSURAKU tr?n A39,,200
2024,A40,MITSURAKU,Rubber V Belt MITSURAKU A40,CR.AT.040.RAKU,101.6,401032,MITSURAKU tr?n A40,,200
2025,A41,MITSURAKU,Rubber V Belt MITSURAKU A41,CR.AT.041.RAKU,104.1,401032,MITSURAKU tr?n A41,,200
2026,A42,MITSURAKU,Rubber V Belt MITSURAKU A42,CR.AT.042.RAKU,106.7,401032,MITSURAKU tr?n A42,,200
2027,A43,MITSURAKU,Rubber V Belt MITSURAKU A43,CR.AT.043.RAKU,109.2,401032,MITSURAKU tr?n A43,,200
2028,A44,MITSURAKU,Rubber V Belt MITSURAKU A44,CR.AT.044.RAKU,111.8,401032,MITSURAKU tr?n A44,,180
2029,A45,MITSURAKU,Rubber V Belt MITSURAKU A45,CR.AT.045.RAKU,114.3,401032,MITSURAKU tr?n A45,,180
2030,A46,MITSURAKU,Rubber V Belt MITSURAKU A46,CR.AT.046.RAKU,116.8,401032,MITSURAKU tr?n A46,,180
2031,A47,MITSURAKU,Rubber V Belt MITSURAKU A47,CR.AT.047.RAKU,119.4,401032,MITSURAKU tr?n A47,,180
2032,A48,MITSURAKU,Rubber V Belt MITSURAKU A48,CR.AT.048.RAKU,121.9,401032,MITSURAKU tr?n A48,,180
2033,A49,MITSURAKU,Rubber V Belt MITSURAKU A49,CR.AT.049.RAKU,124.5,401032,MITSURAKU tr?n A49,,180
2034,A50,MITSURAKU,Rubber V Belt MITSURAKU A50,CR.AT.050.RAKU,127,401032,MITSURAKU tr?n A50,,170
2035,A51,MITSURAKU,Rubber V Belt MITSURAKU A51,CR.AT.051.RAKU,129.5,401032,MITSURAKU tr?n A51,,170
2036,A52,MITSURAKU,Rubber V Belt MITSURAKU A52,CR.AT.052.RAKU,132.1,401032,MITSURAKU tr?n A52,,170
2037,A53,MITSURAKU,Rubber V Belt MITSURAKU A53,CR.AT.053.RAKU,134.6,401032,MITSURAKU tr?n A53,,170
2038,A54,MITSURAKU,Rubber V Belt MITSURAKU A54,CR.AT.054.RAKU,137.2,401032,MITSURAKU tr?n A54,,170
2039,A55,MITSURAKU,Rubber V Belt MITSURAKU A55,CR.AT.055.RAKU,139.7,401032,MITSURAKU tr?n A55,,130
2040,A56,MITSURAKU,Rubber V Belt MITSURAKU A56,CR.AT.056.RAKU,142.2,401032,MITSURAKU tr?n A56,,130
2041,A57,MITSURAKU,Rubber V Belt MITSURAKU A57,CR.AT.057.RAKU,144.8,401032,MITSURAKU tr?n A57,,130
2042,A58,MITSURAKU,Rubber V Belt MITSURAKU A58,CR.AT.058.RAKU,147.3,401032,MITSURAKU tr?n A58,,130
2043,A59,MITSURAKU,Rubber V Belt MITSURAKU A59,CR.AT.059.RAKU,149.9,401032,MITSURAKU tr?n A59,,130
2044,A60,MITSURAKU,Rubber V Belt MITSURAKU A60,CR.AT.060.RAKU,152.4,401032,MITSURAKU tr?n A60,,130
2045,A61,MITSURAKU,Rubber V Belt MITSURAKU A61,CR.AT.061.RAKU,154.9,401032,MITSURAKU tr?n A61,,130
2046,A62,MITSURAKU,Rubber V Belt MITSURAKU A62,CR.AT.062.RAKU,157.5,401032,MITSURAKU tr?n A62,,130
2047,A63,MITSURAKU,Rubber V Belt MITSURAKU A63,CR.AT.063.RAKU,160,401032,MITSURAKU tr?n A63,,130
2048,A64,MITSURAKU,Rubber V Belt MITSURAKU A64,CR.AT.064.RAKU,162.6,401032,MITSURAKU tr?n A64,,130
2049,A65,MITSURAKU,Rubber V Belt MITSURAKU A65,CR.AT.065.RAKU,165.1,401032,MITSURAKU tr?n A65,,130
2050,A66,MITSURAKU,Rubber V Belt MITSURAKU A66,CR.AT.066.RAKU,167.6,401032,MITSURAKU tr?n A66,,130
2051,A67,MITSURAKU,Rubber V Belt MITSURAKU A67,CR.AT.067.RAKU,170.2,401032,MITSURAKU tr?n A67,,130
2052,A68,MITSURAKU,Rubber V Belt MITSURAKU A68,CR.AT.068.RAKU,172.7,401032,MITSURAKU tr?n A68,,130
2053,A69,MITSURAKU,Rubber V Belt MITSURAKU A69,CR.AT.069.RAKU,175.3,401032,MITSURAKU tr?n A69,,110
2054,A70,MITSURAKU,Rubber V Belt MITSURAKU A70,CR.AT.070.RAKU,177.8,401032,MITSURAKU tr?n A70,,110
2055,A71,MITSURAKU,Rubber V Belt MITSURAKU A71,CR.AT.071.RAKU,180.3,401034,MITSURAKU tr?n A71,,110
2056,A72,MITSURAKU,Rubber V Belt MITSURAKU A72,CR.AT.072.RAKU,182.9,401034,MITSURAKU tr?n A72,,110
2057,A73,MITSURAKU,Rubber V Belt MITSURAKU A73,CR.AT.073.RAKU,185.4,401034,MITSURAKU tr?n A73,,110
2058,A74,MITSURAKU,Rubber V Belt MITSURAKU A74,CR.AT.074.RAKU,188,401034,MITSURAKU tr?n A74,,110
2059,A75,MITSURAKU,Rubber V Belt MITSURAKU A75,CR.AT.075.RAKU,190.5,401034,MITSURAKU tr?n A75,,110
2060,A76,MITSURAKU,Rubber V Belt MITSURAKU A76,CR.AT.076.RAKU,193,401034,MITSURAKU tr?n A76,,110
2061,A77,MITSURAKU,Rubber V Belt MITSURAKU A77,CR.AT.077.RAKU,195.6,401034,MITSURAKU tr?n A77,,110
2062,A78,MITSURAKU,Rubber V Belt MITSURAKU A78,CR.AT.078.RAKU,198.1,401034,MITSURAKU tr?n A78,,100
2063,A79,MITSURAKU,Rubber V Belt MITSURAKU A79,CR.AT.079.RAKU,200.7,401034,MITSURAKU tr?n A79,,100
2064,A80,MITSURAKU,Rubber V Belt MITSURAKU A80,CR.AT.080.RAKU,203.2,401034,MITSURAKU tr?n A80,,100
2065,A81,MITSURAKU,Rubber V Belt MITSURAKU A81,CR.AT.081.RAKU,205.7,401034,MITSURAKU tr?n A81,,100
2066,A82,MITSURAKU,Rubber V Belt MITSURAKU A82,CR.AT.082.RAKU,208.3,401034,MITSURAKU tr?n A82,,100
2067,A83,MITSURAKU,Rubber V Belt MITSURAKU A83,CR.AT.083.RAKU,210.8,401034,MITSURAKU tr?n A83,,100
2068,A84,MITSURAKU,Rubber V Belt MITSURAKU A84,CR.AT.084.RAKU,213.4,401034,MITSURAKU tr?n A84,,100
2069,A85,MITSURAKU,Rubber V Belt MITSURAKU A85,CR.AT.085.RAKU,215.9,401034,MITSURAKU tr?n A85,,100
2070,A86,MITSURAKU,Rubber V Belt MITSURAKU A86,CR.AT.086.RAKU,218.4,401034,MITSURAKU tr?n A86,,100
2071,A87,MITSURAKU,Rubber V Belt MITSURAKU A87,CR.AT.087.RAKU,221,401034,MITSURAKU tr?n A87,,100
2072,A88,MITSURAKU,Rubber V Belt MITSURAKU A88,CR.AT.088.RAKU,223.5,401034,MITSURAKU tr?n A88,,100
2073,A89,MITSURAKU,Rubber V Belt MITSURAKU A89,CR.AT.089.RAKU,226.1,401034,MITSURAKU tr?n A89,,100
2074,A90,MITSURAKU,Rubber V Belt MITSURAKU A90,CR.AT.090.RAKU,228.6,401034,MITSURAKU tr?n A90,,90
2075,A91,MITSURAKU,Rubber V Belt MITSURAKU A91,CR.AT.091.RAKU,231.1,401034,MITSURAKU tr?n A91,,90
2076,A92,MITSURAKU,Rubber V Belt MITSURAKU A92,CR.AT.092.RAKU,233.7,401034,MITSURAKU tr?n A92,,90
2077,A93,MITSURAKU,Rubber V Belt MITSURAKU A93,CR.AT.093.RAKU,236.2,401034,MITSURAKU tr?n A93,,90
2078,A94,MITSURAKU,Rubber V Belt MITSURAKU A94,CR.AT.094.RAKU,238.8,401034,MITSURAKU tr?n A94,,90
2079,A95,MITSURAKU,Rubber V Belt MITSURAKU A95,CR.AT.095.RAKU,241.3,401039,MITSURAKU tr?n A95,,90
2080,A96,MITSURAKU,Rubber V Belt MITSURAKU A96,CR.AT.096.RAKU,243.8,401039,MITSURAKU tr?n A96,,90
2081,A97,MITSURAKU,Rubber V Belt MITSURAKU A97,CR.AT.097.RAKU,246.4,401039,MITSURAKU tr?n A97,,90
2082,A98,MITSURAKU,Rubber V Belt MITSURAKU A98,CR.AT.098.RAKU,248.9,401039,MITSURAKU tr?n A98,,90
2083,A99,MITSURAKU,Rubber V Belt MITSURAKU A99,CR.AT.099.RAKU,251.5,401039,MITSURAKU tr?n A99,,90
2084,B100,MITSURAKU,Rubber V Belt MITSURAKU B100,CR.BT.100.RAKU,254,401039,MITSURAKU tr?n B100,,40
2085,B101,MITSURAKU,Rubber V Belt MITSURAKU B101,CR.BT.101.RAKU,256.5,401039,MITSURAKU tr?n B101,,40
2086,B102,MITSURAKU,Rubber V Belt MITSURAKU B102,CR.BT.102.RAKU,259.1,401039,MITSURAKU tr?n B102,,40
2087,B103,MITSURAKU,Rubber V Belt MITSURAKU B103,CR.BT.103.RAKU,261.6,401039,MITSURAKU tr?n B103,,40
2088,B104,MITSURAKU,Rubber V Belt MITSURAKU B104,CR.BT.104.RAKU,264.2,401039,MITSURAKU tr?n B104,,40
2089,B105,MITSURAKU,Rubber V Belt MITSURAKU B105,CR.BT.105.RAKU,266.7,401039,MITSURAKU tr?n B105,,40
2090,B106,MITSURAKU,Rubber V Belt MITSURAKU B106,CR.BT.106.RAKU,269.2,401039,MITSURAKU tr?n B106,,40
2091,B107,MITSURAKU,Rubber V Belt MITSURAKU B107,CR.BT.107.RAKU,271.8,401039,MITSURAKU tr?n B107,,40
2092,B108,MITSURAKU,Rubber V Belt MITSURAKU B108,CR.BT.108.RAKU,274.3,401039,MITSURAKU tr?n B108,,40
2093,B109,MITSURAKU,Rubber V Belt MITSURAKU B109,CR.BT.109.RAKU,276.9,401039,MITSURAKU tr?n B109,,40
2094,B110,MITSURAKU,Rubber V Belt MITSURAKU B110,CR.BT.110.RAKU,279.4,401039,MITSURAKU tr?n B110,,40
2095,B111,MITSURAKU,Rubber V Belt MITSURAKU B111,CR.BT.111.RAKU,281.9,401039,MITSURAKU tr?n B111,,40
2096,B112,MITSURAKU,Rubber V Belt MITSURAKU B112,CR.BT.112.RAKU,284.5,401039,MITSURAKU tr?n B112,,40
2097,B113,MITSURAKU,Rubber V Belt MITSURAKU B113,CR.BT.113.RAKU,287,401039,MITSURAKU tr?n B113,,40
2098,B114,MITSURAKU,Rubber V Belt MITSURAKU B114,CR.BT.114.RAKU,289.6,401039,MITSURAKU tr?n B114,,40
2099,B115,MITSURAKU,Rubber V Belt MITSURAKU B115,CR.BT.115.RAKU,292.1,401039,MITSURAKU tr?n B115,,40
2100,B116,MITSURAKU,Rubber V Belt MITSURAKU B116,CR.BT.116.RAKU,294.6,401039,MITSURAKU tr?n B116,,40
2101,B117,MITSURAKU,Rubber V Belt MITSURAKU B117,CR.BT.117.RAKU,297.2,401039,MITSURAKU tr?n B117,,40
2102,B118,MITSURAKU,Rubber V Belt MITSURAKU B118,CR.BT.118.RAKU,299.7,401039,MITSURAKU tr?n B118,,40
2103,B119,MITSURAKU,Rubber V Belt MITSURAKU B119,CR.BT.119.RAKU,302.3,401039,MITSURAKU tr?n B119,,40
2104,B120,MITSURAKU,Rubber V Belt MITSURAKU B120,CR.BT.120.RAKU,304.8,401039,MITSURAKU tr?n B120,,40
2105,B121,MITSURAKU,Rubber V Belt MITSURAKU B121,CR.BT.121.RAKU,307.3,401039,MITSURAKU tr?n B121,,40
2106,B122,MITSURAKU,Rubber V Belt MITSURAKU B122,CR.BT.122.RAKU,309.9,401039,MITSURAKU tr?n B122,,40
2107,B123,MITSURAKU,Rubber V Belt MITSURAKU B123,CR.BT.123.RAKU,312.4,401039,MITSURAKU tr?n B123,,40
2108,B124,MITSURAKU,Rubber V Belt MITSURAKU B124,CR.BT.124.RAKU,315,401039,MITSURAKU tr?n B124,,40
2109,B125,MITSURAKU,Rubber V Belt MITSURAKU B125,CR.BT.125.RAKU,317.5,401039,MITSURAKU tr?n B125,,40
2110,B126,MITSURAKU,Rubber V Belt MITSURAKU B126,CR.BT.126.RAKU,320,401039,MITSURAKU tr?n B126,,40
2111,B127,MITSURAKU,Rubber V Belt MITSURAKU B127,CR.BT.127.RAKU,322.6,401039,MITSURAKU tr?n B127,,40
2112,B128,MITSURAKU,Rubber V Belt MITSURAKU B128,CR.BT.128.RAKU,325.1,401039,MITSURAKU tr?n B128,,40
2113,B129,MITSURAKU,Rubber V Belt MITSURAKU B129,CR.BT.129.RAKU,327.7,401039,MITSURAKU tr?n B129,,40
2114,B130,MITSURAKU,Rubber V Belt MITSURAKU B130,CR.BT.130.RAKU,330.2,401039,MITSURAKU tr?n B130,,40
2115,B131,MITSURAKU,Rubber V Belt MITSURAKU B131,CR.BT.131.RAKU,332.7,401039,MITSURAKU tr?n B131,,35
2116,B132,MITSURAKU,Rubber V Belt MITSURAKU B132,CR.BT.132.RAKU,335.3,401039,MITSURAKU tr?n B132,,35
2117,B133,MITSURAKU,Rubber V Belt MITSURAKU B133,CR.BT.133.RAKU,337.8,401039,MITSURAKU tr?n B133,,35
2118,B134,MITSURAKU,Rubber V Belt MITSURAKU B134,CR.BT.134.RAKU,340.4,401039,MITSURAKU tr?n B134,,35
2119,B135,MITSURAKU,Rubber V Belt MITSURAKU B135,CR.BT.135.RAKU,342.9,401039,MITSURAKU tr?n B135,,35
2120,B136,MITSURAKU,Rubber V Belt MITSURAKU B136,CR.BT.136.RAKU,345.4,401039,MITSURAKU tr?n B136,,35
2121,B137,MITSURAKU,Rubber V Belt MITSURAKU B137,CR.BT.137.RAKU,348,401039,MITSURAKU tr?n B137,,35
2122,B138,MITSURAKU,Rubber V Belt MITSURAKU B138,CR.BT.138.RAKU,350.5,401039,MITSURAKU tr?n B138,,35
2123,B139,MITSURAKU,Rubber V Belt MITSURAKU B139,CR.BT.139.RAKU,353.1,401039,MITSURAKU tr?n B139,,35
2124,B140,MITSURAKU,Rubber V Belt MITSURAKU B140,CR.BT.140.RAKU,355.6,401039,MITSURAKU tr?n B140,,35
2125,B141,MITSURAKU,Rubber V Belt MITSURAKU B141,CR.BT.141.RAKU,358.1,401039,MITSURAKU tr?n B141,,35
2126,B142,MITSURAKU,Rubber V Belt MITSURAKU B142,CR.BT.142.RAKU,360.7,401039,MITSURAKU tr?n B142,,30
2127,B143,MITSURAKU,Rubber V Belt MITSURAKU B143,CR.BT.143.RAKU,363.2,401039,MITSURAKU tr?n B143,,30
2128,B144,MITSURAKU,Rubber V Belt MITSURAKU B144,CR.BT.144.RAKU,365.8,401039,MITSURAKU tr?n B144,,30
2129,B145,MITSURAKU,Rubber V Belt MITSURAKU B145,CR.BT.145.RAKU,368.3,401039,MITSURAKU tr?n B145,,30
2130,B146,MITSURAKU,Rubber V Belt MITSURAKU B146,CR.BT.146.RAKU,370.8,401039,MITSURAKU tr?n B146,,30
2131,B147,MITSURAKU,Rubber V Belt MITSURAKU B147,CR.BT.147.RAKU,373.4,401039,MITSURAKU tr?n B147,,30
2132,B148,MITSURAKU,Rubber V Belt MITSURAKU B148,CR.BT.148.RAKU,375.9,401039,MITSURAKU tr?n B148,,30
2133,B149,MITSURAKU,Rubber V Belt MITSURAKU B149,CR.BT.149.RAKU,378.5,401039,MITSURAKU tr?n B149,,30
2134,B150,MITSURAKU,Rubber V Belt MITSURAKU B150,CR.BT.150.RAKU,381,401039,MITSURAKU tr?n B150,,30
2135,B151,MITSURAKU,Rubber V Belt MITSURAKU B151,CR.BT.151.RAKU,383.5,401039,MITSURAKU tr?n B151,,30
2136,B152,MITSURAKU,Rubber V Belt MITSURAKU B152,CR.BT.152.RAKU,386.1,401039,MITSURAKU tr?n B152,,30
2137,B153,MITSURAKU,Rubber V Belt MITSURAKU B153,CR.BT.153.RAKU,388.6,401039,MITSURAKU tr?n B153,,30
2138,B154,MITSURAKU,Rubber V Belt MITSURAKU B154,CR.BT.154.RAKU,391.2,401039,MITSURAKU tr?n B154,,30
2139,B155,MITSURAKU,Rubber V Belt MITSURAKU B155,CR.BT.155.RAKU,393.7,401039,MITSURAKU tr?n B155,,30
2140,B156,MITSURAKU,Rubber V Belt MITSURAKU B156,CR.BT.156.RAKU,396.2,401039,MITSURAKU tr?n B156,,30
2141,B157,MITSURAKU,Rubber V Belt MITSURAKU B157,CR.BT.157.RAKU,398.8,401039,MITSURAKU tr?n B157,,30
2142,B158,MITSURAKU,Rubber V Belt MITSURAKU B158,CR.BT.158.RAKU,401.3,401039,MITSURAKU tr?n B158,,30
2143,B159,MITSURAKU,Rubber V Belt MITSURAKU B159,CR.BT.159.RAKU,403.9,401039,MITSURAKU tr?n B159,,30
2144,B160,MITSURAKU,Rubber V Belt MITSURAKU B160,CR.BT.160.RAKU,406.4,401039,MITSURAKU tr?n B160,,30
2145,B161,MITSURAKU,Rubber V Belt MITSURAKU B161,CR.BT.161.RAKU,408.9,401039,MITSURAKU tr?n B161,,30
2146,B162,MITSURAKU,Rubber V Belt MITSURAKU B162,CR.BT.162.RAKU,411.5,401039,MITSURAKU tr?n B162,,30
2147,B163,MITSURAKU,Rubber V Belt MITSURAKU B163,CR.BT.163.RAKU,414,401039,MITSURAKU tr?n B163,,30
2148,B164,MITSURAKU,Rubber V Belt MITSURAKU B164,CR.BT.164.RAKU,416.6,401039,MITSURAKU tr?n B164,,30
2149,B165,MITSURAKU,Rubber V Belt MITSURAKU B165,CR.BT.165.RAKU,419.1,401039,MITSURAKU tr?n B165,,30
2150,B166,MITSURAKU,Rubber V Belt MITSURAKU B166,CR.BT.166.RAKU,421.6,401039,MITSURAKU tr?n B166,,30
2151,B167,MITSURAKU,Rubber V Belt MITSURAKU B167,CR.BT.167.RAKU,424.2,401039,MITSURAKU tr?n B167,,30
2152,B168,MITSURAKU,Rubber V Belt MITSURAKU B168,CR.BT.168.RAKU,426.7,401039,MITSURAKU tr?n B168,,30
2153,B169,MITSURAKU,Rubber V Belt MITSURAKU B169,CR.BT.169.RAKU,429.3,401039,MITSURAKU tr?n B169,,30
2154,B170,MITSURAKU,Rubber V Belt MITSURAKU B170,CR.BT.170.RAKU,431.8,401039,MITSURAKU tr?n B170,,25
2155,B171,MITSURAKU,Rubber V Belt MITSURAKU B171,CR.BT.171.RAKU,434.3,401039,MITSURAKU tr?n B171,,25
2156,B172,MITSURAKU,Rubber V Belt MITSURAKU B172,CR.BT.172.RAKU,436.9,401039,MITSURAKU tr?n B172,,25
2157,B173,MITSURAKU,Rubber V Belt MITSURAKU B173,CR.BT.173.RAKU,439.4,401039,MITSURAKU tr?n B173,,25
2158,B174,MITSURAKU,Rubber V Belt MITSURAKU B174,CR.BT.174.RAKU,442,401039,MITSURAKU tr?n B174,,25
2159,B175,MITSURAKU,Rubber V Belt MITSURAKU B175,CR.BT.175.RAKU,444.5,401039,MITSURAKU tr?n B175,,25
2160,B176,MITSURAKU,Rubber V Belt MITSURAKU B176,CR.BT.176.RAKU,447,401039,MITSURAKU tr?n B176,,25
2161,B177,MITSURAKU,Rubber V Belt MITSURAKU B177,CR.BT.177.RAKU,449.6,401039,MITSURAKU tr?n B177,,25
2162,B178,MITSURAKU,Rubber V Belt MITSURAKU B178,CR.BT.178.RAKU,452.1,401039,MITSURAKU tr?n B178,,25
2163,B179,MITSURAKU,Rubber V Belt MITSURAKU B179,CR.BT.179.RAKU,454.7,401039,MITSURAKU tr?n B179,,25
2164,B180,MITSURAKU,Rubber V Belt MITSURAKU B180,CR.BT.180.RAKU,457.2,401039,MITSURAKU tr?n B180,,25
2165,B20,MITSURAKU,Rubber V Belt MITSURAKU B20,CR.BT.020.RAKU,50.8,401039,MITSURAKU tr?n B20,,150
2166,B21,MITSURAKU,Rubber V Belt MITSURAKU B21,CR.BT.021.RAKU,53.3,401039,MITSURAKU tr?n B21,,150
2167,B22,MITSURAKU,Rubber V Belt MITSURAKU B22,CR.BT.022.RAKU,55.9,401039,MITSURAKU tr?n B22,,150
2168,B23,MITSURAKU,Rubber V Belt MITSURAKU B23,CR.BT.023.RAKU,58.4,401039,MITSURAKU tr?n B23,,150
2169,B24,MITSURAKU,Rubber V Belt MITSURAKU B24,CR.BT.024.RAKU,61,401032,MITSURAKU tr?n B24,,150
2170,B25,MITSURAKU,Rubber V Belt MITSURAKU B25,CR.BT.025.RAKU,63.5,401032,MITSURAKU tr?n B25,,150
2171,B26,MITSURAKU,Rubber V Belt MITSURAKU B26,CR.BT.026.RAKU,66,401032,MITSURAKU tr?n B26,,150
2172,B27,MITSURAKU,Rubber V Belt MITSURAKU B27,CR.BT.027.RAKU,68.6,401032,MITSURAKU tr?n B27,,150
2173,B28,MITSURAKU,Rubber V Belt MITSURAKU B28,CR.BT.028.RAKU,71.1,401032,MITSURAKU tr?n B28,,125
2174,B29,MITSURAKU,Rubber V Belt MITSURAKU B29,CR.BT.029.RAKU,73.7,401032,MITSURAKU tr?n B29,,125
2175,B30,MITSURAKU,Rubber V Belt MITSURAKU B30,CR.BT.030.RAKU,76.2,401032,MITSURAKU tr?n B30,,125
2176,B31,MITSURAKU,Rubber V Belt MITSURAKU B31,CR.BT.031.RAKU,78.7,401032,MITSURAKU tr?n B31,,125
2177,B32,MITSURAKU,Rubber V Belt MITSURAKU B32,CR.BT.032.RAKU,81.3,401032,MITSURAKU tr?n B32,,125
